key,data_source,species_reported,identifier,identification_type,identification_year,herbarium,herbarium_barcode,harbarium_voucher,field_plant_id,collection_year,collection_month,collection_day,collection_country,collection_stateProvince,collection_municipality,collection_locality,coord_longitude,coord_latitude,coord_source,reference,notes
LP2024_000889,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2003,SP,198305,Forero_E_8301,NA,1980,09,23,Brazil,Sao_Paulo,Pirassununga,"""Estrada Pirassununga- Emas, cerrado""",-47.373338,-21.940738,estimated,splink,NA
LP2024_000890,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2008,HUEFS,51938,Veiga_RF_234,NA,1987,10,31,Brazil,Para,Salinas,"""Beira de estrada em Salinas, para praia de Atalaia, entrada da praia.""",-47.299190,-0.600533,estimated,splink,NA
LP2024_000891,herbarium,Chamaecrista_flexuosa_var_flexuosa,Irwin_HS,taxonomist,1982,SP,159493,Davidse_G_10895A,NA,1976,02,29,Brazil,Minas_Gerais,Araxa,"""ca. 59km SW of Araxa along the road to Franca. Grassland cerrado weedy and heavily grazed, roadside""",-47.288027,-19.829615,estimated,splink,NA
LP2024_000892,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2003,SP,167878,Mantovani_W_1380,NA,1980,11,20,Brazil,Sao_Paulo,Mogi_Guacu,"""Estacao Experimental de Mogi Guacu, Martinho Prado, Fazenda Campininha""",-47.156195,-22.288698,estimated,splink,NA
LP2024_000893,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,NY,633945,Mantovani_W_1749,NA,1981,03,18,Brazil,Sao_Paulo,Mogi_Guacu,"""Martinho Prado, Reserva Biologica da Fazenda Campininha""",-47.156195,-22.288698,estimated,splink,NA
LP2024_000894,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,633950,Mizoguchi_K_377,NA,1978,02,07,Brazil,Sao_Paulo,Mogi_Guacu,"""Martinho Prado, Reserva Biologica da Fazenda Campininha""",-47.155658,-22.290469,estimated,splink,NA
LP2024_000895,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2003,SP,74822,Eiten_G_2700,NA,1961,04,21,Brazil,Sao_Paulo,Mogi_Guacu,"""Estacao Experimental de Mogi Guacu, Fazenda Campininha, justo north of Rio Mogi Guacu, 3,9km NNW of Padua Sales. Campo cerrado""",-47.153421,-22.288895,estimated,splink,NA
LP2024_000896,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,NY,633940,Eiten_G_2621,NA,1961,04,16,Brazil,Sao_Paulo,Mogi_Guacu,"""""Campos das Sete Lagoas"". Fazenda Campininha, just north of Rio Moji-Gaucu, 3.2-3.3 km NNW of Pauda Sales. (About 27 km NW of city of Moji-Mirim.) 100-200 m S of Main house, 50 m W of road""",-47.149910,-22.287988,estimated,splink,NA
LP2024_000897,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,NY,633953,Eiten_G_1712,NA,1960,02,11,Brazil,Sao_Paulo,Mogi_Guacu,"""""Campos das Sete Lagoas"". Fazenda Campininha, just north of Rio Joji-Guacu. 3.4 km NNW of Padua Sales (27 km NW of city of Moji-Mirim)""",-47.147458,-22.295443,estimated,splink,NA
LP2024_000898,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,633951,Mattos_J_13551,NA,1966,04,23,Brazil,Sao_Paulo,Santos,"""Praia de Sao Lourenco""",-46.039588,-23.812742,estimated,splink,NA
LP2024_000899,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,UB,127336,Irwin_HS_31362,NA,1971,03,03,Brazil,Bahia,Barreiras,"""Ca. 25km W of Barreiras""",-45.232835,-12.117752,estimated,splink,NA
LP2024_000900,herbarium,Chamaecrista_flexuosa_var_flexuosa,Queiroz_LP,taxonomist,2011,HUEFS,163788,Melo_E_8260,NA,2010,05,22,Brazil,Bahia,Sao_Desiderio,"""Cerca de 6 Km da Ilha do Vitor.""",-45.055833,-12.658889,field_measured,splink,NA
LP2024_000901,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2006,HUEFS,79145,Machado_M_141,NA,2004,01,15,Brazil,Bahia,Correntina,"""NA""",-44.906389,-13.4675,field_measured,splink,NA
LP2024_000902,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,00935570,Duarte_AP_7471,NA,1962,01,20,Brazil,Minas_Gerais,Varzea_da_Palma,"""Varzea da Palma, Faz. Mae dagua""",-44.749531,-17.411382,locality_based,splink,NA
LP2024_000903,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,633918,Anderson_WR_37101,NA,1972,03,17,Brazil,Bahia,Cocos,"""Ca 5 km W of Cocos, near limestone boulders""",-44.593329,-14.164955,estimated,splink,NA
LP2024_000904,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2008,HUEFS,73113,Jardim_JG_3678,NA,2001,04,19,Brazil,Bahia,Jaborandi,"""Jaborandi/Correntina, 9,5 km da sede do municipio""",-44.509167,-13.566944,field_measured,splink,NA
LP2024_000905,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,00935572,Heringer_EP_3374,NA,1954,04,13,Brazil,Minas_Gerais,Parauapebas,"""Horto Florestal de Paraopeba""",-44.401567,-19.252196,estimated,splink,NA
LP2024_000906,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,00935587,Irwin_HS_22462,NA,1969,01,23,Brazil,Minas_Gerais,Diamantina,"""Ca. 12 km SW of Diamantina. Serra do Espinhaco.""",-43.684705,-18.299876,estimated,splink,NA
LP2024_000907,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,HUEFS,75099,Conceicao_AS_737,NA,2003,09,11,Brazil,Minas_Gerais,Diamantina,"""Ca. 4,5 km saindo de Diamantina.""",-43.621944,-18.201944,field_measured,splink,NA
LP2024_000908,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,MBM,271682,Lombardi_JA_4264,NA,2001,02,14,Brazil,Minas_Gerais,Diamantina,"""COPASA""",-43.610716,-18.229089,estimated,splink,NA
LP2024_000909,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,NY,00935562,Irwin_HS_22619,NA,1969,01,26,Brazil,Minas_Gerais,Diamantina,"""Ca. 15km NE of Diamantina, on road to Mendanha. Serra do Espinhaco.""",-43.512400,-18.172862,estimated,splink,NA
LP2024_000910,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,00935584,Irwin_HS_27927,NA,1970,03,19,Brazil,Minas_Gerais,Diamantina,"""Serra do Espinhaco, slopes of Rio Jequiti, ca. 15 km E. of Diamantina.""",-43.506424,-18.136275,estimated,splink,NA
LP2024_000911,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,00935560,Irwin_HS_27432,NA,1970,03,13,Brazil,Minas_Gerais,Diamantina,"""Serra do Espinhaco, Rio Jequiti, ca. 20 km E. of Diamantina""",-43.501663,-18.139938,estimated,splink,NA
LP2024_000912,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,00935583,Irwin_HS_29584,NA,1971,02,01,Brazil,Minas_Gerais,Ouro_Preto,"""Serra do Espinhaco. Steep rocky lower slopes of Pico de Itacolomi, ca. 3 km S. of Ouro Preto""",-43.473094,-20.427823,locality_based,splink,NA
LP2024_000913,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,633977,Anderson_WR_11191,NA,1975,02,01,Brazil,Rio_de_Janeiro,Barra_de_Tijuca,"""Ca. 6 km W of Barra de Tijuca""",-43.423613,-23.017662,estimated,splink,NA
LP2024_000914,herbarium,Chamaecrista_flexuosa_var_flexuosa,Queiroz_LP,taxonomist,2019,HUEFS,239001,Cardoso_D_3623,NA,2015,01,23,Brazil,Bahia,Macaubas,"""Estrada de terra sentido Canatiba.""",-42.858056,-13.084167,field_measured,splink,NA
LP2024_000915,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,CEPEC,73107,Guedes_ML_3042,NA,1978,10,28,Brazil,Bahia,Gentio_do_Ouro,"""10Km de Sto. Inacio, na estrada p/ Xique-Xique.""",-42.732936,-11.045475,estimated,splink,NA
LP2024_000916,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,633913,Amorim_AM_3031,NA,1999,04,28,Brazil,Bahia,Xique-Xique,"""Estrada Xique-Xique a Barra, ca. 21 km a partir da sede do municipio""",-42.714709,-11.011665,estimated,splink,NA
LP2024_000917,herbarium,Chamaecrista_flexuosa_var_flexuosa,Queiroz_LP,taxonomist,2019,HUEFS,246783,Moonlight_PW_795,NA,2018,03,21,Brazil,Piaui,Sao_Raimundo_Nonato,"""Parque Nacional Serra da Capaivara""",-42.572726,-8.748766,estimated,splink,NA
LP2024_000918,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,HUEFS,134501,Conceicao_AS_305,NA,1999,05,05,Brazil,Bahia,Abaira,"""Catoles, prox. agua Limpa.""",-41.883333,-13.283333,locality_based,splink,NA
LP2024_000919,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,HUEFS,134503,Conceicao_AS_307,NA,1999,05,04,Brazil,Bahia,Abaira,"""Catoles, Rio da Fazenda, prox. agua Limpa.""",-41.883333,-13.283333,locality_based,splink,NA
LP2024_000920,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,HUEFS,134500,Conceicao_AS_308,NA,1999,05,04,Brazil,Bahia,Abaira,"""Catoles, prox. agua Limpa.""",-41.883333,-13.283333,locality_based,splink,NA
LP2024_000921,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,1999,UFP,27327,Conceicao_AS_360,NA,1999,07,13,Brazil,Bahia,Abaira,"""Catoles de cima; beira da estrada; solo argiloso.""",-41.878889,-13.290423,estimated,splink,NA
LP2024_000922,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,1999,UFP,27331,Conceicao_AS_354,NA,1999,07,12,Brazil,Bahia,Abaira,"""Catoles de Cima, Beira da estrada.""",-41.878631,-13.291118,estimated,splink,NA
LP2024_000923,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,HUEFS,74481,Conceicao_AS_669,NA,2003,07,23,Brazil,Bahia,Abaira,"""Catoles, Guarda-Mor""",-41.857222,-13.323611,field_measured,splink,NA
LP2024_000924,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,CEPEC,74805,Saar_E_4782,NA,1997,02,01,Brazil,Bahia,Rio_de_Contas,"""Caminho p/ a Cachoeira do Fraga.""",-41.830556,-13.598056,field_measured,splink,NA
LP2024_000925,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2000,HUEFS,27116,Stannard_BL_H51929,NA,1993,03,14,Brazil,Bahia,Abaira,"""Estrada Catoles-Abaira, 2 km de Catoles, Lambedor.""",-41.827502,-13.294720,estimated,splink,NA
LP2024_000926,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,633919,Irwin_HS_30887,NA,1971,02,24,Brazil,Bahia,Seabra,"""Ca 23 km N of Seabra, road to Agua de Rega""",-41.742925,-12.234476,estimated,splink,NA
LP2024_000927,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,CGMS,39215,Felix_LP_7887,NA,1997,05,27,Brazil,Piaui,Piracuruca,"""Parque Nacional de Sete Cidades.""",-41.706870,-4.098097,estimated,splink,NA
LP2024_000928,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2006,HUEFS,84091,Costa_JM_28,NA,2003,05,18,Brazil,Piaui,Castelo_do_Piaui,"""Percurso da Raposa - Morro.""",-41.696389,-5.226667,field_measured,splink,NA
LP2024_000929,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,633965,Lima_HC_667,NA,1978,09,12,Brazil,Rio_de_Janeiro,Macae,"""Restinga da Praia de Carapebus""",-41.577586,-22.243403,estimated,splink,NA
LP2024_000930,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2006,HUEFS,100414,Silva_GP_2630,NA,1994,09,05,Brazil,Bahia,Lencois,"""BR-242 entroncamento Lencois. - Seabra Km 8.""",-41.503847,-12.432898,estimated,splink,NA
LP2024_000931,herbarium,Chamaecrista_flexuosa_var_flexuosa,Queiroz_LP,taxonomist,2002,HUEFS,59843,Giulietti_AM_2056,NA,2002,02,28,Brazil,Bahia,Mucuge,"""Margem da estrad Barra da Estiva -Mucuge, 20 Km da entrada para Cascavel na direcao de Mucuge.""",-41.486944,-13.1175,field_measured,splink,NA
LP2024_000932,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,CEPEC,30501,Harley_RM_22417,NA,1996,02,24,Brazil,Bahia,Palmeiras,"""14.5Km NW Lencois. Rampa baixa do Morro Pai Inacio. Ao N Rod. Seabra/Itaberaba.""",-41.478302,-12.457544,estimated,splink,NA
LP2024_000933,herbarium,Chamaecrista_flexuosa_var_flexuosa,Queiroz_LP,taxonomist,2011,HUEFS,159681,Conceicao_AS_3304,NA,2010,04,20,Brazil,Bahia,Palmeiras,"""Sitio Calumbi. Vale do Cercado. Chapada Diamantina.""",-41.475805,-12.428890,estimated,splink,NA
LP2024_000934,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,1999,ALCB,01418,Costa_AL_sn1,NA,1973,08,11,Brazil,Bahia,Lencois,"""Chapada Diamantina, Morro do Pai Inacio""",-41.474510,-12.454013,estimated,splink,NA
LP2024_000935,herbarium,Chamaecrista_flexuosa_var_flexuosa,Queiroz_LP,taxonomist,2002,HUEFS,60518,Funch_LS_FCD154,NA,2002,05,01,Brazil,Bahia,Lencois,"""Sobre solo de areia branca e fina""",-41.363611,-12.545,field_measured,splink,NA
LP2024_000936,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2003,UFP,19644,Alves_M_UFP1131,NA,1997,10,19,Brazil,Bahia,Andarai,"""Rio Paraguassu; ao longo da rodovia para Mucuge.""",-41.308492,-12.853514,estimated,splink,NA
LP2024_000937,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,1982,UB,127317,Irwin_HS_32446,NA,1971,02,18,Brazil,Bahia,Morro_do_Chapeu,"""Ca. 6km S of town of Morro do Chapeu""",-41.159234,-11.613575,estimated,splink,NA
LP2024_000938,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2000,HUEFS,13864,Queiroz_LP_3433,NA,1993,07,25,Brazil,Bahia,Morro_do_Chapeu,"""Ca 3,5km SE do Morro do chapeu,ao longo da BA 052, estrada do Feijao. """,-41.141135,-11.563376,estimated,splink,NA
LP2024_000939,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,633903,Coradin_L_6151,NA,1983,06,27,Brazil,Bahia,Jacobina,"""Proximidades do hotel Serra do Ouro""",-40.511530,-11.175715,estimated,splink,NA
LP2024_000940,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,CEPEC,13620,Mori_SA_9939,NA,1974,01,31,Brazil,Bahia,Maracas,"""BA- 026, 6Km ao SW de Maracas.""",-40.500196,-13.454818,estimated,splink,NA
LP2024_000941,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,CEPEC,19454,Martinelli_G_6650,NA,1980,03,15,Brazil,Bahia,Maracas,"""6Km a SW Maracas, estr. p/ Contendas do Sincora.""",-40.498563,-13.455240,estimated,splink,NA
LP2024_000942,herbarium,Chamaecrista_flexuosa_var_flexuosa,Queiroz_LP,taxonomist,NA,HUEFS,90297,Queiroz_LP_9721,NA,2004,11,12,Brazil,Bahia,Rui_Barbosa,"""Serra do Orobo.""",-40.486389,-12.305278,field_measured,splink,NA
LP2024_000943,herbarium,Chamaecrista_flexuosa_var_flexuosa,Queiroz_LP,taxonomist,NA,CEPEC,58665,Queiroz_LP_3289,NA,1993,07,02,Brazil,Bahia,Maracas,"""1Km a NE de Maracas, na Lajinha, ao lado do Cruzeiro.""",-40.407115,-13.413160,estimated,splink,NA
LP2024_000944,herbarium,Chamaecrista_flexuosa_var_flexuosa,Queiroz_LP,taxonomist,1999,HUEFS,22977,Melo_E_1585,NA,1996,05,26,Brazil,Bahia,Itatim,"""Morro do Agenor.""",-39.768361,-12.703849,estimated,splink,NA
LP2024_000945,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2003,SP,360364,Franca_F_1469,NA,1995,11,26,Brazil,Bahia,Itatim,"""Morro do Agenor. Mata""",-39.766667,-12.7,locality_based,splink,NA
LP2024_000946,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,CEPEC,80093,Franca_F_1834,NA,1996,09,28,Brazil,Bahia,itatim,"""Morro das Tocas.""",-39.704486,-12.729014,estimated,splink,NA
LP2024_000947,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,CEPEC,56983,Amorim_AM_935,NA,1992,12,14,Brazil,Bahia,Itacare,"""6Km da estr. Itacare/Taboquinhas. Loteam. da Marambaia.""",-39.026455,-14.310972,locality_based,splink,NA
LP2024_000948,herbarium,Chamaecrista_flexuosa_var_flexuosa,Queiroz_LP,taxonomist,2006,HUEFS,104130,Nunes_TS_1360,NA,2005,12,27,Brazil,Bahia,Porto_Seguro,"""Estrada para Santa Cruz Cabralia.""",-39.023889,-16.304444,field_measured,splink,NA
LP2024_000949,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,633916,Lewis_GP_702,NA,1981,11,29,Brazil,Bahia,Ilheus,"""9 km S de Ilheus, estrada Ilheus-Olivenca. Cururupe""",-39.022998,-14.899191,estimated,splink,NA
LP2024_000950,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2000,HUEFS,20561,Queiroz_LP_4442,NA,1995,08,30,Brazil,Bahia,Feira_de_Santana,"""Campus da UEFS, entre o MT - 1 e a garagem.""",-38.975316,-12.199307,estimated,splink,NA
LP2024_000951,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,CEPEC,100211,Rodrigues_MOS_8,NA,1998,11,11,Brazil,Bahia,Feira_de_Santana,"""Campus da UEFS.""",-38.973063,-12.198801,estimated,splink,NA
LP2024_000952,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,UESC,8283,Conceicao_AS_148,NA,1997,12,06,Brazil,Bahia,Salvador,"""Parque Metropolitano de Piatucu""",-38.416389,-12.945556,locality_based,splink,NA
LP2024_000953,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,UESC,8320,Conceicao_AS_166,NA,1998,02,13,Brazil,Bahia,Salvador,"""Parque Metropolitano de Piatucu""",-38.416389,-12.945556,locality_based,splink,NA
LP2024_000954,herbarium,Chamaecrista_flexuosa_var_flexuosa,Queiroz_LP,taxonomist,2011,HUEFS,162144,Melo_E_7955,NA,2010,04,23,Brazil,Bahia,Alagoinhas,"""cerrado""",-38.366944,-12.094167,field_measured,splink,NA
LP2024_000955,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,1999,ALCB,028661,Guedes_ML_3834,NA,1996,04,20,Brazil,Bahia,Entre_Rios,"""Porto do Sauipe""",-37.891667,-12.404722,field_measured,splink,NA
LP2024_000956,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2006,HUEFS,65729,Miranda_AM_2808,NA,1997,09,19,Brazil,Pernambuco,Buique,"""Serra de Catimbau.""",-37.330119,-8.518388,estimated,splink,NA
LP2024_000957,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,1998,NY,00935610,Fonseca_ML_1827,NA,1998,05,08,Brazil,Goias,Niquelandia,"""Ca. 4 km de Muquem. Folha Uruacu SD 22-Z-B""",-48.1522,-14.5206,field_measured,splink,NA
LP2024_000958,herbarium,Chamaecrista_flexuosa_var_flexuosa,Queiroz_LP,taxonomist,2011,HUEFS,126352,Araujo_G_139,NA,2007,06,16,Brazil,Bahia,Sao_Desiderio,"""Palmeiral""",-45.095,-12.516389,field_measured,splink,NA
LP2024_000959,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,2008,HUEFS,110145,Barreto_V_130,NA,2005,09,11,Brazil,Bahia,Senhor_do_Bonfim,"""Carrapichel - Serra de Santana.""",-40.2,-10.366667,field_measured,splink,NA
LP2024_000960,herbarium,Chamaecrista_flexuosa_var_flexuosa,Conceicao_AS,taxonomist,NA,CEPEC,49447,Lewis_GP_1941,NA,1991,04,02,Brazil,Bahia,Rio_de_Contas,"""1.5Km ao S cidade, estr. de terra p/ Livramento do Brumado.""",-41.8,-13.583333,estimated,splink,NA
LP2024_000961,herbarium,Chamaecrista_flexuosa_var_flexuosa,Barneby_RC,taxonomist,NA,NY,633984,Marquete_R_2510,NA,1996,04,14,Brazil,Goias,Niquelandia,"""4 km da ponte de madeira, na estrada para Reserva do IBAMA""",-48.45,-14.4961111,field_measured,splink,NA
LP2024_000962,herbarium,Chamaecrista_flexuosa_var_flexuosa,Irwin_HS,taxonomist,NA,NY,00749114,Irwin_HS_18771,NA,1968,01,18,Brazil,Goias,Cocalzinho_de_Goias,"""20 km N of Corumba de Goias on road to Niquelandia, Goias in valley of Rio Corumba.""",-48.73,-15.75,locality_based,splink,NA
LP2024_000963,herbarium,Chamaecrista_kunthiana,Rando_JG,taxonomist,2020,CEN,44200,PereiraSilva_G_5922,NA,2002,02,21,Brazil,Tocantins,Sao_Salvador_do_Tocantins,"""Eixo A da barragem Sao Salvador.""",-48.2477777,-12.80333,field_measured,splink,NA
LP2024_000964,herbarium,Chamaecrista_kunthiana,Cota_MMT,taxonomist,2014,UEC,130356,Prado_AL_2569,NA,1994,04,09,Brazil,Mato_Grosso,Pocone,"""Transpantaneira Pocone-Porto Jofre, Km 20, Sazonalmente. Nivel_de_agua seco.""",-56.673643,-16.444397,estimated,splink,NA
LP2024_000965,herbarium,Chamaecrista_kunthiana,Rando_JG,taxonomist,2018,HUFABC,001872,Nogueira_A_304,NA,2018,03,17,Brazil,Mato_Grosso,Cuiaba,"""Campus da UFTM, Na grama, proximo ao refeitorio.""",-56.062222,-15.610056,estimated,splink,NA
LP2024_000966,herbarium,Chamaecrista_kunthiana,Souza_AO,taxonomist,2017,HERBAM,8960,Soares_CRA_7413,NA,2012,03,31,Brazil,Mato_Grosso,Alta_Floresta,"""MT 208, sentido Alta Floresta-Carlinda., Terra firme. Margem de estrada.""",-55.912222,-9.941667,field_measured,splink,NA
LP2024_000967,herbarium,Chamaecrista_kunthiana,Barneby_RC,taxonomist,NA,NY,00957861,Irwin_HS_7113,NA,1964,10,21,Brazil,Goias,Caiaponia,"""Ca. 33 km. S. of Caiaponia on road to Jatai. Serra do Caiapo. Planalto do Brasil, Serra do Caiapo; Ca. 33 km S. of Caiaponia on road to Jatai""",-51.880620,-17.242330,estimated,splink,NA
LP2024_000968,herbarium,Chamaecrista_kunthiana,Rando_JG,taxonomist,NA,ESA,42504,Souza_VC_14095,NA,1997,03,14,Brazil,Mato_Grosso,Sao_Felix_do_Araguaia,"""Estrada Sao Felix do Araguaia. - Alto Boa Vista, ca. 29km de Sao Felix do Araguaia. Savana gramineo-lenhosa (campo cerrado), utilizada como pasto.""",-50.888611,-11.610639,field_measured,splink,NA
LP2024_000969,herbarium,Chamaecrista_kunthiana,Conceicao_AS,taxonomist,1997,ESA,42503,Souza_VC_14567,NA,1997,03,19,Brazil,Mato_Grosso,Luciara,"""Estrada para a Mata do Coco, ca. 13 km N de Luciara. Fazenda Tres Pontas do Araguaia. Savana Parque. area arborizada, alagada, com arbustos e arvores concentrados sobre os murunduns (campo cerrado).""",-50.722139,-11.146222,field_measured,splink,NA
LP2024_000970,herbarium,Chamaecrista_kunthiana,Fernades_A,northereast_BR_expert,2004,EAC,33118,Silva_MA_5118,NA,2002,03,22,Brazil,Goias,Cocalzinho_de_Goias,"""Estrada de terra, saida para a Fazenda Bombaca, Proprietario Sr. Isidoro, relevo ondulado, barranco na margem da estrada""",-48.753611,-15.746389,field_measured,splink,NA
LP2024_000971,herbarium,Chamaecrista_kunthiana,Barneby_RC,taxonomist,NA,NY,00957850,Irwin_HS_35026,NA,1972,01,25,Brazil,Goias,Niquelandia,"""ca. 5 km W. of Niquelandia""",-48.528356,-14.462316,estimated,splink,NA
LP2024_000972,herbarium,Chamaecrista_kunthiana,Barneby_RC,taxonomist,NA,NY,00957856,Irwin_HS_21491,NA,1968,03,19,Brazil,Tocantins,Guarai,"""Ca. 2 km S. of Guara. Disturbed palces in cerrado, gallery forest and adjacent cerrado ca. 2km S of Guara""",-48.508801,-8.922329,estimated,splink,NA
LP2024_000973,herbarium,Chamaecrista_kunthiana,Rando_JG,taxonomist,2012,HUFU,HUFU00008207,Baker_B_sn,NA,2005,7,8,Brazil,Minas_Gerais,Uberlandia,"""Reserva do Clube Caca e Pesca Itororo Beira da estrada de terra, proximo a area de vereda.""",-48.291604,-18.985213,estimated,reflora,NA
LP2024_000974,herbarium,Chamaecrista_kunthiana,Conceicao_AS,taxonomist,2006,HUEFS,100294,Faria_JG_47,NA,1999,04,30,Brazil,Distrito_Federal,Brasilia,"""area no entorno do capril, na Fazenda Sucupira.""",-48.016670,-15.916670,field_measured,splink,NA
LP2024_000975,herbarium,Chamaecrista_kunthiana,Queiroz_RT,northereast_BR_expert,NA,CEN,98614,Martins_CR_2586,NA,2017,03,26,Brazil,Distrito_Federal,Brasilia,"""Parque Nacional de Brasilia - Jardim em frente ao Centro de Visitantes.""",-47.929439,-15.735135,estimated,splink,NA
LP2024_000976,herbarium,Chamaecrista_kunthiana,Cota_MMT,taxonomist,2014,ESA,119106,Silva_GP_5,NA,1979,04,02,Brazil,Distrito_Federal,Brasilia,"""Patio do Cenargem.""",-47.903485,-15.731459,estimated,splink,NA
LP2024_000977,herbarium,Chamaecrista_kunthiana,Souza_AO,taxonomist,NA,CEN,91392,PereiraSilva_G_13222,NA,2008,04,23,Brazil,Tocantins,Babaculandia,"""Rio Canabrava.""",-47.722777,-7.2811111,field_measured,splink,NA
LP2024_000978,herbarium,Chamaecrista_kunthiana,Cota_MMT,taxonomist,2014,UEC,32001,Heringer_EP_4769,NA,1980,05,14,Brazil,Distrito_Federal,Brasilia,"""Bacia do Rio Sao Bartolomeu, Cerrado.""",-47.715450,-15.845315,estimated,splink,NA
